3300,2200
3500,2900
3300,2900
3500,3100
3500,3300
3300,3500
3500,3700
3500,3900
3500,4000
3500,4100
3500,4300
3300,4300
3500,4500
3500,4700
3500,4800
3300,4900
3500,5000
3800,5500
3900,5700
3800,5800
3700,5800
3500,5600
3500,5700
3300,5900
3500,6100
3300,6500
3500,6400
3800,6600
4500,6500
4700,6100
4300,5700
4500,5400
5100,5300
5100,5000
5000,5000
5100,4700
5000,4700
5200,4500
5500,4400
5600,4400
5500,4100
5700,3900
5900,4100
6100,3900
6300,4100
6500,4100
6700,4100
6900,4100
7000,4500
7300,4500
7300,4700
7400,5100
7700,5500
7800,5700
7300,6200
7300,6500
7600,6500
7700,6600
8100,6600
8500,6300
8500,6000
8500,5700
8200,5700
8500,5300
8500,5200
8500,5100
8500,5000
8500,4900
8500,4800
8500,4700
8500,4600
8500,4500
8200,4600
7800,4600
7700,4300
8000,4300
8100,4000
8500,4200
8500,4100
8500,4000
8500,3900
8500,3800
8500,3700
8500,3600
8500,3500
8500,3400
8200,3200
8000,3200
7800,3400
7600,3400
7400,3400
7300,3000
7300,2800
7700,3200
8000,2900
8100,3000
8500,3100
8500,3000
8500,2900
8500,2800
8500,2700
8500,2600
8500,2500
8500,2400
8500,2300
8200,2100
7800,2100
6900,2200
6700,2300
6500,2300
6300,2300
6100,2300
5900,2300
5900,2900
6100,2900
6300,2900
6500,2900
6700,2900
6700,3500
6500,3500
6300,3500
6100,3500
5900,3500
5300,2800
4700,2100
4300,2600
4700,2900
5000,3100
5100,2900
5300,3100
5000,3400
5200,3700
5000,3900
5100,3900
5100,4200
5000,4200
4700,4400
4700,4700
4300,4400
4300,4600
4100,4400
3900,4600
3700,4400
3700,4300
3800,4300
3700,4100
3700,4000
3700,3900
3800,4000
3900,3800
3700,3700
3500,3600
3500,3500
3700,3500
3800,3500
3700,3200
3800,3200
3900,3000
3500,2400
