3900,5500
4000,5400
3900,5300
3900,5400
3800,5500
4000,5300
4200,5400
4300,5300
4300,5200
4200,5200
4100,5200
4000,5200
3900,5200
3800,5200
3700,5200
3800,5100
3900,5100
4000,5100
4100,5000
4000,5000
3900,5000
3900,4900
4000,4900
4000,4800
4100,4800
4000,4700
3900,4800
3900,4700
3700,4700
3800,4700
3900,4600
4000,4600
4100,4700
4100,4600
4100,4500
4100,4400
4000,4400
3900,4500
3900,4400
3800,4500
3700,4500
3700,4400
3800,4400
3900,4300
3800,4300
3800,4200
3900,4200
4000,4300
4000,4200
3900,4100
3700,4300
3700,4200
3700,4100
3600,4100
3700,4000
3600,4000
3500,4000
3600,3900
3700,3900
3800,4000
3800,3900
3900,4000
3900,3900
3900,3800
4000,3900
4100,3900
4100,4000
4000,4000
4100,4100
4200,4200
4100,4300
4100,4200
4200,4100
4200,4000
4300,4100
4300,4200
4300,4300
4300,4400
4400,4300
4500,4200
4500,4300
4700,4400
4600,4400
4500,4400
4300,4500
4300,4600
4300,4700
4300,4800
4300,4900
4500,4700
4500,4800
4500,4900
4500,5000
4400,5000
4300,5100
4300,5000
4500,5100
4600,5100
4500,5200
4400,5200
4500,5300
4500,5400
4400,5300
4300,5400
4300,5500
4300,5600
4300,5700
4400,5600
4500,5600
4400,5700
4500,5800
4500,5900
4600,5900
4600,5800
4300,5800
4300,5900
4300,6000
4400,5900
4500,6000
4400,6100
4500,6200
4500,6100
4400,6200
4500,6300
4400,6300
4400,6400
4300,6300
4200,6400
4300,6400
4300,6500
4300,6600
4400,6600
4500,6500
4500,6400
4600,6500
4600,6400
4700,6300
4700,6200
4800,6200
4800,6300
4800,6400
4700,6500
4800,6600
4800,6500
5100,6600
5100,6500
5100,6400
5200,6400
5100,6300
5100,6200
5100,6100
5100,6000
5100,5900
5200,5800
5400,5900
5400,6000
5400,6100
5400,6200
5400,6300
5400,6400
5400,6500
5400,6600
5700,6400
5700,6500
5800,6600
5700,6600
5800,6500
5800,6400
5700,6300
5800,6300
5800,6200
5700,6200
5700,6100
5800,6100
5700,6000
5800,6000
5700,5900
5800,5900
6100,6100
6100,6000
6100,5900
6100,5800
6100,5700
6100,5600
6100,5500
5800,5400
5700,5300
5800,5300
5700,5400
5700,5500
5800,5600
5800,5500
5700,5600
5800,5700
5700,5700
5800,5800
5700,5800
5600,5800
5400,5800
5400,5700
5400,5600
5200,5700
5100,5600
5100,5700
5100,5800
4900,5900
4800,6000
4700,6100
4800,6100
4900,6000
4800,5900
4700,5800
4800,5800
4900,5700
4800,5700
4800,5600
4700,5600
4800,5500
4900,5500
4800,5400
4900,5400
4800,5300
4900,5300
5100,5300
5100,5400
5100,5500
5200,5300
5300,5400
5200,5500
5300,5500
5400,5500
5400,5400
5400,5300
5400,5200
5200,5200
5100,5200
5200,5100
5100,5100
5200,5000
5100,5000
5000,5000
4900,4900
4800,5000
4800,5100
4900,5100
4900,5000
4700,4800
4600,4700
4700,4700
4900,4800
5000,4700
4900,4700
4900,4600
4900,4500
5100,4700
5200,4500
5200,4600
5200,4700
5200,4800
5200,4900
5400,4700
5400,4800
5400,4900
5500,4900
5400,5000
5400,5100
5500,5000
5600,5200
5700,5200
5600,5100
5600,5000
5700,5100
5800,5200
5800,5100
5800,5000
5700,5000
5700,4900
5800,4900
5700,4800
5800,4800
5700,4700
5800,4700
5700,4500
5800,4500
5700,4400
5800,4400
6100,4700
6100,4500
6100,4400
6100,4300
6100,4200
6100,4100
6100,4000
6100,3900
6300,3800
6300,4000
6300,4100
6300,4200
6400,4100
6500,4100
6500,4200
6700,4600
6600,4700
6700,4800
6600,4900
6700,4900
6600,4800
6700,4700
6600,4600
6700,4500
7000,4500
7100,4400
7100,4500
7000,4600
7000,4700
7000,4800
7000,4900
7000,5000
7000,5100
6800,5100
6700,5100
6700,5200
6700,5300
6600,5200
6600,5100
6700,5000
6600,5000
6300,5100
6300,5000
6300,4900
6300,4800
6300,4700
6300,4600
6100,4800
6100,4900
6100,5000
6100,5100
6100,5200
6100,5300
6100,5400
6300,5200
6300,5300
6300,5400
6300,5500
6300,5600
6600,5400
6600,5300
6700,5400
6700,5500
6800,5600
6700,5600
6800,5700
6700,5700
6700,5800
6600,5900
6600,6000
6700,5900
6600,5800
6600,5700
6600,5500
6600,5600
6300,5700
6300,5800
6300,5900
6300,6000
6300,6100
6300,6200
6100,6600
6100,6500
6100,6400
6100,6300
6100,6200
6300,6300
6300,6400
6300,6500
6300,6600
6600,6600
6700,6600
6600,6500
6600,6400
6700,6500
6700,6400
6600,6300
6600,6200
6600,6100
6700,6000
6700,6100
6700,6200
6700,6300
7000,6600
7000,6500
7000,6400
7000,6300
7000,6200
7100,6200
7000,6100
7100,6100
7000,6000
7100,6000
7000,5900
7100,5900
7100,5800
7000,5800
7100,5700
7000,5700
7100,5600
7000,5600
7000,5500
7100,5500
7000,5400
7100,5400
7000,5300
7100,5300
7200,5200
7100,5200
7000,5200
7100,5100
7200,4900
7300,4800
7300,4700
7400,4800
7500,4700
7500,4800
7500,4900
7500,5000
7600,5100
7500,5200
7500,5100
7400,5100
7400,5200
7400,5300
7500,5300
7400,5400
7500,5400
7400,5500
7400,5600
7500,5500
7700,5500
7600,5700
7700,5800
7600,5900
7600,5800
7500,5700
7500,5800
7400,5700
7400,5800
7400,5900
7500,5900
7400,6200
7300,6200
7300,6100
7400,6000
7500,6000
7400,6100
7500,6100
7600,6200
7600,6100
7500,6200
7500,6300
7500,6400
7600,6500
7700,6600
7600,6600
7500,6600
7500,6500
7300,6600
7300,6500
7400,6500
7600,6400
7700,6500
7800,6500
7800,6600
7900,6600
7900,6500
7900,6400
7800,6400
7700,6400
7800,6300
7900,6300
7900,6200
7800,6200
7700,6100
7800,6100
7900,6100
8000,6200
8000,6100
7900,6000
7800,6000
7800,5900
7900,5900
8000,5900
8100,5900
8100,6000
8000,6000
8200,6200
8300,6300
8300,6200
8200,6100
8100,6200
8200,6300
8300,6400
8200,6400
8200,6500
8100,6600
8200,6600
8300,6500
8300,6600
8400,6800
8400,6600
8400,6500
8600,6400
8500,6400
8400,6400
8500,6300
8400,6300
8400,6200
8500,6200
8600,6300
8600,6200
8600,6100
8500,6100
8400,6100
8300,6100
8400,6000
8500,6000
8400,5900
8500,5900
8600,6000
8600,5900
8600,5800
8500,5800
8400,5800
8300,5900
8300,6000
8200,6000
8200,5900
8300,5800
8200,5800
8200,5700
8300,5700
8400,5700
8500,5700
8600,5700
8600,5600
8500,5600
8400,5600
8300,5600
8400,5500
8200,5400
8200,5500
8200,5600
8100,5600
8100,5700
8000,5700
8000,5600
7900,5600
7900,5700
7900,5800
7800,5800
7800,5700
7700,5700
7800,5600
7800,5500
7900,5500
7900,5400
7800,5400
7700,5400
7800,5300
7900,5300
7900,5200
7800,5200
7700,5100
7900,5100
7800,5100
7900,5000
7800,5000
7800,4900
7900,4900
7800,4800
7900,4800
7800,4700
7900,4700
7900,4600
7800,4600
7800,4500
7900,4400
8000,4400
8000,4300
8200,4300
8200,4600
8200,4700
8300,4800
8200,4900
8200,4800
8300,4900
8400,5000
8400,5100
8500,5000
8600,5100
8600,5000
8500,5100
8600,5200
8600,5300
8500,5200
8400,5200
8500,5300
8600,5400
8600,5500
8500,5400
8400,5300
8300,5300
8200,5300
8200,5200
8200,5100
8200,5000
8400,4900
8500,4900
8400,4800
8500,4800
8600,4900
8600,4800
8600,4700
8500,4700
8400,4700
8400,4600
8400,4500
8500,4600
8500,4500
8600,4600
8600,4500
8600,4400
8400,4200
8500,4200
8600,4200
8500,4100
8400,4100
8400,4000
8500,4000
8600,4100
8600,4000
8600,3900
8500,3900
8400,3900
8500,3800
8400,3800
8300,3900
8200,3800
8200,3900
8200,4000
8200,4100
8100,4000
8400,3700
8200,3700
8200,3600
8200,3500
8400,3600
8400,3500
8500,3500
8600,3600
8500,3700
8600,3800
8600,3700
8500,3600
8600,3500
8600,3400
8500,3400
8400,3400
8500,3200
8400,3200
8500,3100
8400,3100
8300,3000
8200,3200
8200,3100
8200,3000
8100,3000
8000,3000
8000,2900
8100,2900
8200,2900
8100,2800
8200,2700
8100,2700
8200,2600
8300,2700
8200,2800
8300,2900
8400,2900
8400,3000
8500,3000
8600,3100
8600,3000
8500,2900
8600,2900
8600,2800
8500,2800
8400,2800
8300,2800
8400,2700
8500,2700
8400,2600
8500,2600
8600,2700
8600,2600
8600,2500
8500,2500
8400,2500
8300,2500
8400,2400
8500,2400
8600,2400
8600,2300
8500,2300
8400,2300
8400,2200
8400,1900
8200,2100
8200,2200
8200,2300
8300,2400
8200,2500
8200,2400
7900,2200
7900,2100
7800,2100
7800,2200
7800,2300
7900,2300
7700,2500
7800,2400
7900,2400
7800,2500
7800,2600
7900,2500
8000,2600
8000,2500
7900,2600
8000,2700
7900,2800
7900,2700
7800,2700
7800,2800
7700,2700
7600,2700
7700,2900
7800,2900
7900,3000
7900,2900
7800,3000
7700,3000
7800,3100
7700,3200
7800,3200
7900,3300
7900,3400
7800,3500
7800,3400
7800,3300
7900,3200
8000,3300
8000,3200
8200,3400
8200,3300
8000,3400
7900,3500
7800,3600
7900,3600
7800,3700
7900,3800
7900,3700
7800,3800
7900,3900
7800,3900
7900,4000
7800,4100
7800,4000
7900,4100
7800,4200
7800,4300
7700,4300
7600,4300
7500,4500
7400,4400
7300,4500
7400,4600
7500,4600
7400,4500
7300,4400
7400,4300
7500,4300
7500,4200
7400,4200
7300,4100
7400,4100
7500,4100
7500,4000
7400,4000
7500,3900
7400,3900
7500,3800
7400,3800
7300,3700
7400,3700
7500,3700
7600,3600
7500,3600
7400,3600
7400,3500
7500,3500
7400,3400
7400,3300
7500,3400
7600,3400
7600,3200
7500,3200
7500,3100
7300,3100
7300,3000
7500,3000
7500,2900
7300,2800
7500,2800
7500,2700
7500,2600
7600,2600
7500,2500
7300,2700
7300,2600
7300,2500
7300,2400
7400,2300
7300,2300
7300,2200
7500,2400
7500,2300
7500,2200
7500,2100
7300,2100
7200,2200
7100,2100
7100,2200
7000,2200
7100,2300
7100,2400
7100,2600
7100,2500
7000,2400
6900,2400
6900,2300
6900,2200
6800,2200
6700,2200
6700,2300
6700,2400
6700,2500
6900,2500
6900,2600
6900,2700
7100,2800
7100,2700
6900,2800
6800,3100
6900,3100
6900,3000
6900,2900
6800,2800
6700,3000
6700,2900
6700,2800
6500,2400
6500,2300
6500,2200
6300,2200
6100,2100
6100,2200
6100,2300
6100,2400
6300,2300
6300,2400
6100,2500
6300,2700
6100,2900
6100,3000
6000,3000
6000,2900
6100,2800
6300,3000
6300,2900
6300,2800
6500,2800
6500,2900
6500,3000
6700,3400
6700,3600
6700,3500
6800,3400
6900,3400
7100,3400
7200,3500
7200,3600
7100,3500
7100,3600
7100,3700
7200,3700
7100,3800
7000,3800
7100,3900
7200,4000
7100,4000
7200,4100
7100,4200
7100,4300
7200,4200
7100,4100
6900,4000
6900,4100
6900,4200
6700,4200
6700,4100
6700,4000
6800,4000
6900,3900
6500,3600
6500,3500
6500,3400
6300,3600
6300,3500
6300,3400
6100,3600
6100,3500
6100,3400
5900,3400
5900,3500
5900,3600
5700,3700
5700,3600
5700,3500
5700,3400
5700,3300
5700,3200
5700,3100
5700,3000
5900,3000
5900,2900
5900,2800
5700,2900
5700,2800
5700,2700
5800,2700
5700,2600
5700,2500
5700,2400
5900,2400
5900,2300
5900,2200
5700,2300
5700,2200
5700,2100
5600,2200
5500,2300
5500,2400
5400,2300
5400,2100
5300,2100
5400,2200
5300,2200
5200,2200
5300,2300
5400,2400
5300,2400
5400,2500
5400,2600
5300,2600
5400,2700
5300,2700
5200,2700
5300,2800
5400,2800
5400,2900
5400,3000
5300,3100
5400,3200
5400,3100
5300,3200
5400,3300
5400,3400
5400,3500
5300,3600
5400,3600
5400,3700
5600,4000
5700,3900
5800,4000
5800,3900
5700,4000
5600,4100
5700,4100
5800,4100
5900,4100
5800,4200
5800,4300
5700,4200
5700,4300
5600,4400
5600,4300
5500,4400
5600,4500
5400,4500
5400,4400
5300,4300
5400,4300
5500,4300
5400,4200
5400,4100
5500,4100
5400,4000
5500,4000
5400,3900
5300,4100
5200,4200
5200,4300
5100,4200
5200,4100
5200,4000
5200,3900
5100,3900
5100,3800
5200,3800
